name,roast,loc_country,origin_1,origin_2,X100g_USD,rating,review_date
Costa Rica Anaerobic Cordillera de Fuego,Medium-Light,United States,Tarrazu Growing Region,Costa Rica,5.86,93,22-Apr
Galapagos La Tortuga,Medium-Light,United States,Isla Santa Cruz And Isla San Cristóbal,Galapagos Islands,17.59,92,20-Aug
Sudan Rume,Light,United States,Valle Del Cauca Growing Region,Colombia,17.64,94,20-Jun
Taiwan BA LU NA,Medium-Light,Taiwan,Pingtung,Taiwan,12.63,92,22-Sep
Burundi Gaharo Hill Long Miles Coffee Project Natural,Medium-Light,Taiwan,Kayanza Province,Burundi,9.16,92,18-Jun
Guoxing Taiwan Coffee,Light,Taiwan,Sun Moon Lake,Taiwan,20.87,92,21-Jan
Ethiopia Yirgacheffe,Medium,United States,Yirgacheffe Growing Region,Southern Ethiopia,4.11,91,19-Feb
Kenya Gura AA,Medium-Light,Taiwan,Central Kenya,Lintong Growing Region,6.51,94,18-Apr
Haraaz Red Yemen,Medium-Light,United States,Al Mashtal Ul Burhani,Yemen,11.02,94,22-Mar
Kenya Nyeri Othaya Gura AA,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,6.16,93,19-Nov
World 2.0 Espresso Blend,Medium-Light,Taiwan,Guatemala,Nicaragua,2.2,93,22-Oct
Nayamasasa Democratic Republic of the Congo,Medium-Light,United States,South Kivu Province,Democratic Republic Of The Congo,5.57,93,21-Apr
Guatemala Finca Buena Esperanza,Medium-Light,United States,Huehuetenango,Guatemala,5.58,93,22-Feb
All Rise,Medium-Light,United States And Floyd,Ethiopia,Democratic Republic Of The Congo,5.88,94,20-Jul
Guatemala El Injerto Pacamara,Medium-Light,United States,La Libertad,Huehuetenango Department,12.93,94,22-Nov
Kenya Kiambu Peaberry Uklili 1904 Lot,Medium,Taiwan,Kiambu Growing Region,South-Central Kenya,4.25,94,19-Nov
Dark Canyon,Medium-Dark,United States,Peru,Honduras,4.41,91,22-Apr
House Blend,Medium-Light,United States,Ethiopia,Guatemala,4.7,92,22-Feb
Guatemala Washed Finca El General Lot Summer End Espresso,Medium,Taiwan,Acatenango Growing Region,Central Guatemala,2.83,92,19-Oct
Dark Roast Holiday Blend,Dark,United States,Sumatra,Panama,3.97,86,19-Dec
Geisha XO,Medium,United States,Valle De Cauca,Colombia,26.46,96,19-Sep
Bella Carmona Guatemala,Light,United States,Antigua Growing Region,Guatemala,5,92,21-Sep
Ethiopia Guji 1 Natural Hambela Lot 215,Medium-Light,United States,Guji Zone,Oromia Region,5.29,93,20-Oct
Winter Wonder Blend,Medium,United States,Brazil,Honduras,4.41,91,21-Oct
Kenya Muiri Estate,Medium-Light,United States,Kiambi County,Kenya,6.47,92,20-Apr
Costa Rica La Pastora Honey,Medium-Light,United States,Tarrazu,Costa Rica,4.98,92,21-Mar
Ethiopia Sidama Bona Sweet Natural,Light,Taiwan,Sidamo Zone,Oromia Region,5.88,94,21-Jun
Costa Rica Perla Negra,Medium,United States,Sabanilla De Alajuela Growing Region,Costa Rica,4.98,92,20-Sep
Ethiopia Birbisakela Washed G1,Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,8,92,22-Oct
Fruit Bomb/Ethiopia Shantewene,Medium-Light,United States,Sidama Region,South-Central Ethiopia,11.02,93,22-Jun
Ecuador San José de Minas Double-Anaerobic,Light,United States,Pichincha Province,Ecuador,13.23,94,21-Jun
Rwanda Karambi Station Natural,Medium-Light,United States,Nyamasheke District,Rwanda,5.14,93,22-Jul
Honduras,Medium-Light,Canada,Honduras,Huehuetenango Department,4.2,92,20-Oct
Cupid Blend,Medium,Taiwan,Guatemala,Indonesia,7.2,93,18-Oct
Costa Rica Central Valley Brandy Ball,Medium-Light,Taiwan,Central Valley,Costa Rica,7.05,92,21-Dec
Colombia Jorge Eli Dussan,Medium-Light,United States,Tolima,Colombia,5.88,93,21-Apr
Costa Rica Naranjo Danilo Salazar Arias,Medium-Light,United States,Alajuela,Costa Rica,6.76,94,22-May
Ethiopia Guji Hambela G1 Natural,Medium-Light,Taiwan,Guji Zone,Oromia Region,5.64,91,21-Mar
Rwanda Rulindo Tumba,Medium-Light,United States,Rulindo,Rwanda,4.41,91,19-Mar
Kenya Karatina AA 2020,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,7.05,94,20-Sep
Elida Estate Geisha Natural Dragonfly Reserve,Medium-Light,United States,Boquete Growing Region,Western Panama,30.86,95,18-Nov
Ethiopia Sidamo Bensa Natural Single-Variety Kurume G1,Medium-Light,Taiwan,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,9.74,93,20-Sep
Ethiopia Kayon Mountain,Light,United States,Odo Shakiso District,Guji Zone,5.14,93,17-Nov
Ethiopia Yirgacheffe Aramo,Medium-Light,United States,Yirgacheffe Growing Region,South-Central Ethiopia,5.29,93,21-Dec
Kenya Nyeri AA Hercules,Medium-Light,Taiwan,Nyeri Growing Region,South-Central Kenya,7.08,93,21-Dec
Guachepelin Costa Rica,Light,United States,Sabanilla De Alajuela,Central Valley,5.86,93,18-Sep
La Avila SL28 El Salvador,Medium-Light,United States,Tecapa Chinameca Growing Region,Santiago De María,6.47,93,19-Aug
Sweet Holiday Blend,Medium-Light,United States,Ethiopia,Kenya,4.41,93,17-Dec
Papua New Guinea Timuza,Medium-Light,United States,Eastern Highlands,Papua New Guinea,4.41,92,19-Jul
Panama Mama Cata Typica,Light,Taiwan,Boquete Growing Region,Panama,6.08,92,22-Nov
Colombia El Paraiso Floral Lychee,Light,Taiwan,Cauca Department,Colombia,9.91,93,22-Oct
Guatemala Huehuetenango La Garita,Medium-Light,United States,Huehuetenango,Guatemala,4.41,92,18-Oct
Malaysia Sabah Honey,Medium-Light,United States,Sabah State,East Malaysia,14.7,92,22-Jun
Espresso No. 2,Medium-Light,Guatemala,Alotenango,Antigua,3.82,91,21-Dec
Ethiopia Sidamo Karamo,Light,United States,Sidamo Growing Region,Southern Ethiopia,7.64,95,22-Apr
Ethiopia Guji Super-Natural Decaf Water Process,Medium,United States,Guji Zone,Oromia Region,5.29,91,20-Nov
Ethiopia Wuri Washed,Light,United States,Gedeb District,Gedeo Zone,4.7,91,21-Apr
Kenya AB,Light,Taiwan,Nyeri Growing Region,South-Central Kenya,10.43,94,22-Sep
Kona Pink Honey Black Rock Farm,Medium-Light,United States,Kona,Big Island Of Hawai’I,22,94,20-Sep
Sumatra Pantan Musara,Medium-Light,United States,Gayo (Also Aceh) Growing Region,Aceh Province,5.86,93,19-Apr
Chocolate Lover’s Espresso,Medium-Dark,Taiwan,Guatemala,Brazil,4.27,94,21-Aug
Bufcafe Rwanda,Light,United States,Nyamagabe District,Southern Province,5.07,93,18-Jan
Kenya AA,Medium-Light,Taiwan,Nyeri County,South-Central Kenya,7.33,93,22-Oct
Panama Baru Geisha Natural by Joseph,Medium-Light,Taiwan,Boquete Growing Region,Western Panama,13.45,94,18-Mar
Coffea Diversa Bourbon Rey Jamaica,Medium-Light,United States,Jamaica,Muranga County,17.61,93,19-Oct
Hawaiian Kona 100%,Medium,United States,Kona Growing District,Big Island Of Hawai'I,17.64,93,19-May
Rwanda Natural Rutsiro Bugoyi 60-hour Fermentation,Medium-Light,Taiwan,Rutsiro,Western Province,4.25,93,21-Jun
Holiday Sweet Blend,Medium,United States,Ethiopia,Colombia,5.58,93,19-Dec
Ethiopia Gediyo Yirgacheffe Gedeb Worka Banko Gotiti Natural,Medium-Light,Taiwan,Gedeb District,Gedeo Zone,4.93,93,22-Feb
Ethiopia Guji Hambela Kudume Yellow Honey,Medium-Light,Taiwan,Guji Zone,Oromia Region,8.96,94,21-Aug
Birambo Village DR Congo,Medium-Light,United States,South Kivu Province,Democratic Republic Of The Congo,5.58,93,22-May
Tanzania Ngorongoro Ridge Peaberry,Medium-Light,United States,Arusha Region,Northern Tanzania,4.7,95,19-Feb
Ethiopia Guji Uraga Tebe Burka Natural G1,Light,Taiwan,Guji Zone,Oromia Region,7.04,94,21-Nov
Peaberry Medium Roast,Medium,Hawai'i,North Kona Growing District,“Big Island” Of Hawaii,13.23,92,20-Jun
El Socorro Maracaturra,Medium-Light,United States,Palencia,Guatemala,7.64,95,21-Dec
Ethiopia Tamiru Tadesse Natural,Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,23.37,95,21-Nov
D.R. Congo Muungano Co-Op,Medium-Light,United States,South Kivu Province,Democratic Republic Of The Congo,5.44,92,19-May
Sumatra Ketiara,Medium-Light,United States,Bebesen District,Aceh Tengah,4.7,90,21-Apr
Yemen Matari,Medium,United States,Bani Matar Growing Region,Yemen,12.35,93,19-May
Medium-Dark Roast,Medium,Hawai'i,Holualoa,North Kona,7.72,91,22-Feb
Geisha Spirit,Medium-Light,United States,Tolima Department,Colombia,11.61,94,22-Sep
Kenya Tuikit Factory AA,Medium-Light,Taiwan,Bungoma,Kenya,4.25,95,20-May
Kamwangi Kenya,Medium-Light,United States,Gichugu Division,Kirinyaga County,5.86,93,17-Nov
Ethiopia Gora Kone Sidamo,Medium-Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,5.88,93,19-Jan
Quartet Kaffe Blend No.10,Medium-Light,Taiwan,Ethiopia,Kenya,8,94,22-Jul
Gesha Village Single-Variety Gesha Special Selection,Medium-Light,Hong Kong,Bench-Maji Zone,Southern Ethiopia,13.23,94,20-May
Ethiopia Guji Hambela Wate 74110/74112/74158 Mini Natural,,Taiwan,Guji Zone,Oromia Region,3.17,93,21-Sep
Kona Noir,Light,Hawai'i,Holualoa,Kona,25.57,94,22-Sep
Gesha Rebecca Natural,Medium-Light,Taiwan,Bench-Maji Zone,Southern Ethiopia,4.96,95,19-Apr
Ethiopian Yirgacheffe Natural,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.88,94,20-Jun
El Salvador Anarquia Pacamara,Light,United States,Apaneca,El Salvador,6.47,94,22-Mar
Ethiopia BergWu SP Series: Wuri Red Cherries 19/EXP02,Medium,Taiwan,Gedeb District,Gedeo Zone,8.46,92,20-Jun
Guatemala Quejina,Medium-Light,United States,Region Concepción Huista,Huehuetenango Growing Region,4.85,92,19-Mar
Signature Floral Orange,Medium-Light,Taiwan,Ethiopia,Sumatra,3.4,92,18-Jun
Honduras COMSA Oscar Omar Alonzo,Medium-Light,United States,Marcala,Honduras,5.44,93,22-May
Christmas Blend,Medium,United States,Ethiopia,Burundi,4.41,90,18-Nov
Ethiopia Natural Guji DoReMi,Medium-Light,Taiwan,Guji Zone,Oromia Region,2.97,95,22-Jan
Capitan Maragogype,Medium-Light,United States,Chiapas,Mexico,6.47,93,22-Sep
Ethiopia Guji (Rose Selection),Medium-Light,Hawai'i,Guji Zone,Oromia Region,4.27,93,21-Oct
La Providencia Guatemala Maragogype,Medium-Light,United States,Huehuetenango Growing Region,Guatemala,6.17,94,18-Nov
Nicaragua La Benedicion Pacamara,Medium-Light,Canada,La Providencia,Jalapa,5.62,93,18-Nov
Ethiopia Bishan Fugu,Light,United States,Hambela District,Guji Zone,5.58,93,17-Nov
Fruit Candy Espresso Blend,Medium-Light,Taiwan,Kenya,Ethiopia,5.64,93,21-Aug
Uganda Organic Sipi Falls Honey,Medium-Light,United States,Sipi Falls,Bugisu Region,5.29,93,22-Jan
Cordillera del Fuego Costa Rica Anaerobic,Medium-Light,United States,Tarrazu,Costa Rica,5.88,93,19-Nov
Kona SL34 Champagne Natural Uluwehi Farm,Medium-Light,United States,Holualoa,Kona,26.46,95,22-Jun
Guatemala Finca San Gerardo,Medium-Light,United States,Lake Amatitlán Area,South-Central Guatemala,4.41,92,18-Oct
Kakalove Ethiopia Natural Yirgacheffe Boyrfi,Medium-Light,Taiwan,Yirgacheffe Growing Region,South-Central Ethiopia,4.25,93,20-Apr
Ethiopia Guji Natural Euphora Special Lot,Medium-Light,Taiwan,Guji Zone,Oromia Region,4.53,94,21-Aug
Kenya Karindundu AA Small Lot Reserve,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,5.29,97,19-Feb
Rum Barrel Aged Kauai Coffee,Medium,Hawai'i,Kalaheo,Kauai,17.64,92,20-Dec
Finca El Jardin Guatemala,Medium,United States,Fraijanes Growing Region,Guatemala,4.59,91,20-Oct
Twisted V.6 Espresso,Medium-Light,United States,South America,Central America,4.63,94,21-Mar
Panama Finca Kalithea Natural Geisha,Medium-Light,Taiwan,Chiriqui Growing Region,Panama,21.24,96,19-Sep
Burundi Long Miles Coffee Project Natural,Medium-Light,Taiwan,Kayanza Province,Burundi,9.24,92,18-Jun
Black Dragon Dark Roast,Medium,United States,Brazil,Costa Rica,2.94,90,20-Jun
Memory Lane,Medium-Light,United States,Brazil,Guatemala,6.76,92,20-Sep
Ecuador Finca Carolina Fausto Romo,Medium-Light,United States,Pichincha Province,North-Central Ecuador,6.91,93,19-Mar
Life in Dihua Street Espresso Blend,Medium-Light,Taiwan,Ethiopia,Nicaragua,6.37,93,21-Apr
Ka’u Natural,Medium-Light,Taiwan,Ka'U Growing Region,Big Island Of Hawai'I,21.6,93,19-May
La Reforma El Salvador Natural,Medium-Light,United States,Calzontes Arriba,Santa Ana Department,6.03,94,21-Sep
Ethiopia Guji Shakiso Dambi Udo Honey,Light,Taiwan,Guji Zone,Southern Ethiopia,4.98,94,21-Apr
Taster’s Blend No. 4,,Taiwan,Colombia,Guatemala,3.17,92,21-Oct
Typica Natural,Medium,Hawai'i,Captain Cook,North Kona Growing District,14.55,92,20-Jun
Guatemala Washed El General Lot SummerEnd 2020,Medium-Light,Taiwan,Acatenango Growing Region,Central Guatemala,2.83,93,20-Sep
Flight Espresso,Medium-Light,United States,Ethiopia,Colombia,5.44,93,18-Jul
Rayo del Sol,Medium-Light,United States,Panchia,Tabaconas,5.29,93,21-Feb
Colombia FUDAM Nariño,Light,United States,La Union,Nariño,5.44,94,22-Aug
Monarch Gesha,Medium-Light,United States,Holualoa,North Kona Growing District,37.04,94,19-May
Guatemala Guaya’B Coop,Medium-Light,United States,Huehuetenango,Guatemala,5.29,92,20-Jun
Burundi Washed “Crystal”,Medium-Dark,Taiwan,Buyenzi,Katanga,12.74,93,19-Nov
Murang’a Kenya Espresso,Medium-Light,United States,Murang'A County,Central Kenya,5.5,93,19-Aug
Honduras Blue Hole Estate,Medium-Light,Taiwan,Honduras,Kirinyaga County,5.66,93,22-Mar
Ethiopia Sidamo G2 Washed,Light,Taiwan,Sidama (Also Sidamo) Growing Region,Southern Ethiopia,6.34,92,21-Apr
CBD Coffee Dark Roast,Medium-Dark,Hawai'i,Kona Growing Region,Big Island Of Hawai’I,11.02,84,20-Oct
Haitian Hound Haitian Blue Dark Roast,Medium,United States,Cap Haitien,Haiti,4.99,91,22-Sep
Kona Lactic Natural Black Rock Farm,Medium-Light,United States,Kona,Big Island Of Hawai’I,22,93,20-Nov
Decaf Colombia Select,Medium-Light,United States,Colombia,Ethiopia,4.41,87,17-Nov
Kenya AA Ares Phoenix Special,Medium,Taiwan,Nyeri Growing Region,South-Central Kenya,12.74,96,20-Nov
Uluwehi Farm Kona SL34 Yeast-Fermentation Washed Peaberry,Medium-Light,United States,Holualoa,Kona Growing Region,35.27,94,22-Feb
Colombia Finca La Maria Geisha Natural,Medium-Light,United States,La Mesa,Cundinamarca,32.3,96,19-Sep
Nano Challa #6 Ethiopia,Medium-Light,United States,Agaro Gera,Jimma Zone,5.36,93,20-Jul
Kenya Gachatha Nyeri,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,6.91,93,21-Nov
San Antonio Guatemala,Medium-Light,United States,San Cristobal Cucho,San Marcos Department,5.88,93,21-Mar
El Salvador Pacamara,Medium,United States,Ahuachapan,El Salvador,5.28,92,20-Jul
Sumatra Pantan Musara,Medium-Light,United States,Aceh Province,Sumatra,6.17,94,20-Jun
Ethiopia Yirgacheffe G1 Natural Asfaw Maru,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,4.98,94,20-Oct
Colombia Asobombo Inza,Light,United States,Cauca,Colombia,4.7,94,20-Sep
Kona Maragogype Pink Honey,Light,United States,Kainaliu,Kona District,26.41,94,21-Feb
Three Queens Blend,Medium-Light,United States,Ethiopia,Burundi,4.11,94,18-Mar
Panama Hacienda La Esmeralda Super Mario Geisha,Medium-Light,Australia,Boquete Growing Region,Western Panama,69,96,19-Oct
Tumba Rwanda,Light,United States,Rwanda,Chapada Diamantina Growing Region,4.56,93,18-May
La Finca Medina of Guatemala,Medium,United States,Guatemala,Rwanda,5.29,90,19-Dec
Ethiopia Natural Guji D Minor 21/01,Light,Taiwan,Guji Zone,Oromia Region,5.31,95,21-Aug
Kenya Gichithaini AA,Medium-Light,United States,Mathira West District,Nyeri County,6.61,92,22-Oct
El Salvador Aida Batlle La Florida Natural,Medium-Light,United States,Apaneca-Ilamatepec Growing Region,El Salvador,5.48,95,22-Jul
Philippines Sitio Belis 1014,Medium-Light,United States,Benguet Province,The Philippines,15.58,92,22-Jun
Ethiopia Grade 1 Chelchele,Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,6.47,94,20-Dec
Guatemala Finca El General Lot ALT8 Espresso,Medium-Light,Taiwan,Acatenango Growing Region,Central Guatemala,3.89,94,18-Sep
Flower Queens of Africa Blend,Medium-Light,Taiwan,Guji Zone,Oromia Region,9.6,93,20-Nov
Magic Cat Kenya Civet AFCA TOH NO.2 Gatuya Factory New Murarandia AA,Medium-Light,Taiwan,Murang'A County,Central Kenya,90.83,94,20-Dec
Ethiopia Dry-Process Benti Nenka,Light,Japan,Yirgacheffe Growing Region,Southern Ethiopia,9.22,90,21-May
Honduras Anaerobic Natural,Light,Taiwan,Honduras,Honduras,8.21,93,22-Mar
Sumatra Dark,Dark,United States,Sumatra,Indonesia,3.08,87,20-Feb
Turbo Espresso,Medium,Canada,Brazil,Colombia,3.98,93,21-Apr
Ethiopia Wegida Natural,Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.88,94,20-Aug
Oahu Triple-Bourbon “Sparkling” Yeast Ferment,Medium-Light,Hawai'i,Maunawili Growing Region,Southeastern Oahu,14.99,94,22-Apr
Wonderland Winter Solstice Holiday Blend,Medium-Light,United States,Nicaragua,Ethiopia,6.72,91,19-Dec
Kenya Embu Gicherori Factory AA Top,Medium-Light,Taiwan,Embu County,Kenya,9.28,95,20-Jun
Belquis Ramirez Lemus Colombia Coffee for Peace,Medium-Light,United States,Cauca Department,Colombia,3.96,92,21-Mar
Natural Typica Anaerobic,Medium-Light,Hawai'i,North Kona Growing District,“Big Island” Of Hawai’I,16.53,93,20-Nov
Miami Winter,Medium-Light,United States,Kenya,Ethiopia,6.47,93,18-Feb
Ethiopia Guji Hambela Dabaye,Light,Japan,Guji Zone,Oromia Region,9.22,91,21-May
Caribbean Blue,Medium-Light,United States,Dondon,Haiti,4.7,92,22-Feb
Red Bourbon Natural Exclusive Reserve,Medium-Light,Hawai'i,North Kona Growing District,“Big Island” Of Hawaii,16.75,95,20-Jun
El Salvador Finca Las Duanas,Light,United States,Alotepec-Metapan Region,El Salvador,6.76,92,20-Sep
Ethiopia Sidama Shantewene,Medium-Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,5.58,95,19-Apr
Kenya FSC AB,Medium,Taiwan,Kirinyaga District,South-Central Kenya,32,94,19-Dec
Los Congos Pacamara Honey,Light,United States,Nueva Segovia Growing Region,Nicaragua,5.88,93,17-Dec
Ethiopia Yirgacheffe Worka Sakaro Anaerobic,Light,United States,Gedeb District,Gedeo Zone,5.44,90,21-Nov
Ethiopia Worka Sakaro,Medium-Light,United States,Gedeb District,Gedeo Zone,6.47,95,22-Aug
Guatemala Guayabales Single-Origin Espresso,Medium,United States,Huehuetenango,Guatemala,5.58,93,19-Aug
Ethiopia Guji Chembi,Medium-Light,Taiwan,Guji Zone,Oromia Region,6.34,95,20-Nov
Ethiopia Guji Queen Honey,Medium-Light,Taiwan,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,13.23,93,19-Jul
Guatemala Las Victorias Euphora Special Lot,Medium-Light,Taiwan,Fraijanes Plateau,Guatemala,4.41,93,21-Mar
Peru Yanesha Geisha,Medium-Light,Taiwan,Pasco Department,Villa Rica,14.16,94,20-Dec
Guatemala Acatenango Geisha,Light,United States,Acatenango Growing Region,Guatemala,8.67,93,21-Mar
Kenya Peaberry Top Hill Farm Espresso,Medium,Taiwan,Nyeri Growing Region,South-Central Kenya,8.8,95,22-May
Dominican Republic Organic Ramirez Estate,Medium-Light,United States,Jarabacoa,Dominican Republic,3.82,90,21-Aug
Colombia La Esperanza Potosí Anaerobic Process,Medium-Light,United States,Caicedonia,Valle De Cauca Department,5.57,94,21-Oct
Static Peru Valle de Chingama Peru,Medium-Light,United States,Cajamarca Region,Northern Peru,4.1,92,18-Aug
Odin’s Viking Brew,Medium-Dark,United States,Aceh Province,Northern Sumatra,4.26,93,22-Apr
Guatemala Sierra Roja Geisha,Light,Taiwan,San Cristobal Acasaguastlán,El Progreso Department,16,93,21-Jan
Gaitania Espresso,Medium-Light,United States,Gaitania,Tolima Department,4.63,93,18-Apr
Kenya Nyeri Othaya Gatugi Red Cherry Project AA,Medium-Dark,United States,Nyeri Growing Region,South-Central Kenya,5.29,92,17-Nov
Ethiopia Gogogu Bekaka #1,Light,United States,Uraga,Guji Zone,7.35,94,21-Oct
Panama Finca Santa Teresa Lot 9,Medium-Light,United States,Volcan Growing Region,Western Panama,5.88,94,21-Mar
Ethiopia Gedeb Halo Beriti,Medium,United States,Gedeb District,Gedeo Zone,4.85,94,17-Nov
Kenya Kiambu Maua Lot AB,Medium-Light,Taiwan,Kiambu Growing Region,South-Central Kenya,4.6,94,20-Oct
Panama Auromar Estate Geisha Peaberry,Medium-Light,United States,Piedra Candela,Chiriqui Province,22.49,95,18-Jan
Nicaragua Sabino Maria,Medium-Light,United States,Jinotega Department,Nicaragua,6.17,93,22-Mar
Ethiopia Sidamo Natural Twakok G1,Medium-Light,Taiwan,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,7.65,94,20-Sep
Panama Hacienda La Esmeralda Super Mario 6 Geisha,Medium-Light,United States,Boquete Growing Region,Western Panama,26.46,95,19-Sep
